№,Продукт,"Дни просрочки",Сцепка,"Вероятность взыскания","Ставка резерва",База,"Расчет суммы",Потери,База,Расчет,Потери,"Истина/ Ложь для резерва по стандартному сценарию","Истина/ Ложь для резерва по сценарию реструктуризации"
2425,"Кредиты под залог",264,"Кредиты под залог264",0.23895640435584,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2426,"Кредиты под залог",265,"Кредиты под залог265",0.23895640435584,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2427,"Кредиты под залог",266,"Кредиты под залог266",0.23895640435584,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2428,"Кредиты под залог",267,"Кредиты под залог267",0.23895640435584,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2429,"Кредиты под залог",268,"Кредиты под залог268",0.23895640435584,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2430,"Кредиты под залог",269,"Кредиты под залог269",0.23895640435584,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2431,"Кредиты под залог",270,"Кредиты под залог270",0.20233401013368,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2432,"Кредиты под залог",271,"Кредиты под залог271",0.20233401013368,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2433,"Кредиты под залог",272,"Кредиты под залог272",0.20233401013368,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2434,"Кредиты под залог",273,"Кредиты под залог273",0.20233401013368,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2435,"Кредиты под залог",274,"Кредиты под залог274",0.20233401013368,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2436,"Кредиты под залог",275,"Кредиты под залог275",0.20233401013368,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2437,"Кредиты под залог",276,"Кредиты под залог276",0.20233401013368,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2438,"Кредиты под залог",277,"Кредиты под залог277",0.20233401013368,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2439,"Кредиты под залог",278,"Кредиты под залог278",0.20233401013368,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2440,"Кредиты под залог",279,"Кредиты под залог279",0.20233401013368,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2441,"Кредиты под залог",280,"Кредиты под залог280",0.20233401013368,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2442,"Кредиты под залог",281,"Кредиты под залог281",0.20233401013368,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2443,"Кредиты под залог",282,"Кредиты под залог282",0.20233401013368,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2444,"Кредиты под залог",283,"Кредиты под залог283",0.20233401013368,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2445,"Кредиты под залог",284,"Кредиты под залог284",0.20233401013368,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2446,"Кредиты под залог",285,"Кредиты под залог285",0.20233401013368,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2447,"Кредиты под залог",286,"Кредиты под залог286",0.20233401013368,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2448,"Кредиты под залог",287,"Кредиты под залог287",0.20233401013368,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2449,"Кредиты под залог",288,"Кредиты под залог288",0.20233401013368,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2450,"Кредиты под залог",289,"Кредиты под залог289",0.20233401013368,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2451,"Кредиты под залог",290,"Кредиты под залог290",0.20233401013368,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2452,"Кредиты под залог",291,"Кредиты под залог291",0.20233401013368,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2453,"Кредиты под залог",292,"Кредиты под залог292",0.20233401013368,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2454,"Кредиты под залог",293,"Кредиты под залог293",0.20233401013368,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2455,"Кредиты под залог",294,"Кредиты под залог294",0.20233401013368,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2456,"Кредиты под залог",295,"Кредиты под залог295",0.20233401013368,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2457,"Кредиты под залог",296,"Кредиты под залог296",0.20233401013368,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2458,"Кредиты под залог",297,"Кредиты под залог297",0.20233401013368,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2459,"Кредиты под залог",298,"Кредиты под залог298",0.20233401013368,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2460,"Кредиты под залог",299,"Кредиты под залог299",0.20233401013368,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2461,"Кредиты под залог",300,"Кредиты под залог300",0.1824957261227,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2462,"Кредиты под залог",301,"Кредиты под залог301",0.1824957261227,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2463,"Кредиты под залог",302,"Кредиты под залог302",0.1824957261227,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2464,"Кредиты под залог",303,"Кредиты под залог303",0.1824957261227,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2465,"Кредиты под залог",304,"Кредиты под залог304",0.1824957261227,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2466,"Кредиты под залог",305,"Кредиты под залог305",0.1824957261227,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2467,"Кредиты под залог",306,"Кредиты под залог306",0.1824957261227,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2468,"Кредиты под залог",307,"Кредиты под залог307",0.1824957261227,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2469,"Кредиты под залог",308,"Кредиты под залог308",0.1824957261227,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2470,"Кредиты под залог",309,"Кредиты под залог309",0.1824957261227,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2471,"Кредиты под залог",310,"Кредиты под залог310",0.1824957261227,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2472,"Кредиты под залог",311,"Кредиты под залог311",0.1824957261227,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2473,"Кредиты под залог",312,"Кредиты под залог312",0.1824957261227,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2474,"Кредиты под залог",313,"Кредиты под залог313",0.1824957261227,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2475,"Кредиты под залог",314,"Кредиты под залог314",0.1824957261227,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2476,"Кредиты под залог",315,"Кредиты под залог315",0.1824957261227,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2477,"Кредиты под залог",316,"Кредиты под залог316",0.1824957261227,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2478,"Кредиты под залог",317,"Кредиты под залог317",0.1824957261227,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2479,"Кредиты под залог",318,"Кредиты под залог318",0.1824957261227,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2480,"Кредиты под залог",319,"Кредиты под залог319",0.1824957261227,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2481,"Кредиты под залог",320,"Кредиты под залог320",0.1824957261227,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2482,"Кредиты под залог",321,"Кредиты под залог321",0.1824957261227,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2483,"Кредиты под залог",322,"Кредиты под залог322",0.1824957261227,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2484,"Кредиты под залог",323,"Кредиты под залог323",0.1824957261227,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2485,"Кредиты под залог",324,"Кредиты под залог324",0.1824957261227,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2486,"Кредиты под залог",325,"Кредиты под залог325",0.1824957261227,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2487,"Кредиты под залог",326,"Кредиты под залог326",0.1824957261227,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2488,"Кредиты под залог",327,"Кредиты под залог327",0.1824957261227,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2489,"Кредиты под залог",328,"Кредиты под залог328",0.1824957261227,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2490,"Кредиты под залог",329,"Кредиты под залог329",0.1824957261227,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2491,"Кредиты под залог",330,"Кредиты под залог330",0.17860523095648,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2492,"Кредиты под залог",331,"Кредиты под залог331",0.17860523095648,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2493,"Кредиты под залог",332,"Кредиты под залог332",0.17860523095648,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2494,"Кредиты под залог",333,"Кредиты под залог333",0.17860523095648,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2495,"Кредиты под залог",334,"Кредиты под залог334",0.17860523095648,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2496,"Кредиты под залог",335,"Кредиты под залог335",0.17860523095648,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2497,"Кредиты под залог",336,"Кредиты под залог336",0.17860523095648,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2498,"Кредиты под залог",337,"Кредиты под залог337",0.17860523095648,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2499,"Кредиты под залог",338,"Кредиты под залог338",0.17860523095648,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2500,"Кредиты под залог",339,"Кредиты под залог339",0.17860523095648,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2501,"Кредиты под залог",340,"Кредиты под залог340",0.17860523095648,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2502,"Кредиты под залог",341,"Кредиты под залог341",0.17860523095648,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2503,"Кредиты под залог",342,"Кредиты под залог342",0.17860523095648,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2504,"Кредиты под залог",343,"Кредиты под залог343",0.17860523095648,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2505,"Кредиты под залог",344,"Кредиты под залог344",0.17860523095648,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2506,"Кредиты под залог",345,"Кредиты под залог345",0.17860523095648,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2507,"Кредиты под залог",346,"Кредиты под залог346",0.17860523095648,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2508,"Кредиты под залог",347,"Кредиты под залог347",0.17860523095648,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2509,"Кредиты под залог",348,"Кредиты под залог348",0.17860523095648,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2510,"Кредиты под залог",349,"Кредиты под залог349",0.17860523095648,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2511,"Кредиты под залог",350,"Кредиты под залог350",0.17860523095648,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2512,"Кредиты под залог",351,"Кредиты под залог351",0.17860523095648,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2513,"Кредиты под залог",352,"Кредиты под залог352",0.17860523095648,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2514,"Кредиты под залог",353,"Кредиты под залог353",0.17860523095648,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2515,"Кредиты под залог",354,"Кредиты под залог354",0.17860523095648,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2516,"Кредиты под залог",355,"Кредиты под залог355",0.17860523095648,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2517,"Кредиты под залог",356,"Кредиты под залог356",0.17860523095648,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2518,"Кредиты под залог",357,"Кредиты под залог357",0.17860523095648,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2519,"Кредиты под залог",358,"Кредиты под залог358",0.17860523095648,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2520,"Кредиты под залог",359,"Кредиты под залог359",0.17860523095648,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2521,"Кредиты под залог",360,"Кредиты под залог360",0.13593833489767,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2522,"Кредиты под залог",361,"Кредиты под залог361",0.13593833489767,0.6887,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2523,"Кредиты под залог",362,"Кредиты под залог362",0.13593833489767,0.6887,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2524,"Кредиты под залог",363,"Кредиты под залог363",0.13593833489767,0.6887,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2525,"Кредиты под залог",364,"Кредиты под залог364",0.13593833489767,0.6887,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2526,"Кредиты под залог",365,"Кредиты под залог365",0.13593833489767,0.6887,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2527,"Кредиты под залог",366,"Кредиты под залог366",0.13593833489767,0.6887,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2528,"Кредиты под залог",367,"Кредиты под залог367",0.13593833489767,0.6887,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2529,"Кредиты под залог",368,"Кредиты под залог368",0.13593833489767,0.6887,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2530,"Кредиты под залог",369,"Кредиты под залог369",0.13593833489767,0.6887,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2531,"Кредиты под залог",370,"Кредиты под залог370",0.13593833489767,0.6887,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2532,"Кредиты под залог",371,"Кредиты под залог371",0.13593833489767,0.6887,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2533,"Кредиты под залог",372,"Кредиты под залог372",0.13593833489767,0.6887,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2534,"Кредиты под залог",373,"Кредиты под залог373",0.13593833489767,0.6887,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2535,"Кредиты под залог",374,"Кредиты под залог374",0.13593833489767,0.6887,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2536,"Кредиты под залог",375,"Кредиты под залог375",0.13593833489767,0.6887,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2537,"Кредиты под залог",376,"Кредиты под залог376",0.13593833489767,0.6887,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2538,"Кредиты под залог",377,"Кредиты под залог377",0.13593833489767,0.6887,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2539,"Кредиты под залог",378,"Кредиты под залог378",0.13593833489767,0.6887,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2540,"Кредиты под залог",379,"Кредиты под залог379",0.13593833489767,0.6887,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2541,"Кредиты под залог",380,"Кредиты под залог380",0.13593833489767,0.6887,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2542,"Кредиты под залог",381,"Кредиты под залог381",0.13593833489767,0.6887,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2543,"Кредиты под залог",382,"Кредиты под залог382",0.13593833489767,0.6887,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2544,"Кредиты под залог",383,"Кредиты под залог383",0.13593833489767,0.6887,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2545,"Кредиты под залог",384,"Кредиты под залог384",0.13593833489767,0.6887,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2546,"Кредиты под залог",385,"Кредиты под залог385",0.13593833489767,0.6887,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
