№,Продукт,"Дни просрочки",Сцепка,"Вероятность взыскания","Ставка резерва",База,"Расчет суммы",Потери,База,Расчет,Потери,"Истина/ Ложь для резерва по стандартному сценарию","Истина/ Ложь для резерва по сценарию реструктуризации"
2235,"Кредиты под залог",74,"Кредиты под залог74",0.76396074785371,0.1297,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2236,"Кредиты под залог",75,"Кредиты под залог75",0.76396074785371,0.1297,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2237,"Кредиты под залог",76,"Кредиты под залог76",0.76396074785371,0.1297,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2238,"Кредиты под залог",77,"Кредиты под залог77",0.76396074785371,0.1297,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2239,"Кредиты под залог",78,"Кредиты под залог78",0.76396074785371,0.1297,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2240,"Кредиты под залог",79,"Кредиты под залог79",0.76396074785371,0.1297,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2241,"Кредиты под залог",80,"Кредиты под залог80",0.76396074785371,0.1297,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2242,"Кредиты под залог",81,"Кредиты под залог81",0.76396074785371,0.1297,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2243,"Кредиты под залог",82,"Кредиты под залог82",0.76396074785371,0.1297,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2244,"Кредиты под залог",83,"Кредиты под залог83",0.76396074785371,0.1297,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2245,"Кредиты под залог",84,"Кредиты под залог84",0.76396074785371,0.1297,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2246,"Кредиты под залог",85,"Кредиты под залог85",0.76396074785371,0.1297,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2247,"Кредиты под залог",86,"Кредиты под залог86",0.76396074785371,0.1297,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2248,"Кредиты под залог",87,"Кредиты под залог87",0.76396074785371,0.1297,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2249,"Кредиты под залог",88,"Кредиты под залог88",0.76396074785371,0.1297,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2250,"Кредиты под залог",89,"Кредиты под залог89",0.76396074785371,0.1297,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2251,"Кредиты под залог",90,"Кредиты под залог90",0.58336520654019,0.1297,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2252,"Кредиты под залог",91,"Кредиты под залог91",0.58336520654019,0.226,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2253,"Кредиты под залог",92,"Кредиты под залог92",0.58336520654019,0.226,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2254,"Кредиты под залог",93,"Кредиты под залог93",0.58336520654019,0.226,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2255,"Кредиты под залог",94,"Кредиты под залог94",0.58336520654019,0.226,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2256,"Кредиты под залог",95,"Кредиты под залог95",0.58336520654019,0.226,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2257,"Кредиты под залог",96,"Кредиты под залог96",0.58336520654019,0.226,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2258,"Кредиты под залог",97,"Кредиты под залог97",0.58336520654019,0.226,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2259,"Кредиты под залог",98,"Кредиты под залог98",0.58336520654019,0.226,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2260,"Кредиты под залог",99,"Кредиты под залог99",0.58336520654019,0.226,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2261,"Кредиты под залог",100,"Кредиты под залог100",0.58336520654019,0.226,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2262,"Кредиты под залог",101,"Кредиты под залог101",0.58336520654019,0.226,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2263,"Кредиты под залог",102,"Кредиты под залог102",0.58336520654019,0.226,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2264,"Кредиты под залог",103,"Кредиты под залог103",0.58336520654019,0.226,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2265,"Кредиты под залог",104,"Кредиты под залог104",0.58336520654019,0.226,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2266,"Кредиты под залог",105,"Кредиты под залог105",0.58336520654019,0.226,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2267,"Кредиты под залог",106,"Кредиты под залог106",0.58336520654019,0.226,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2268,"Кредиты под залог",107,"Кредиты под залог107",0.58336520654019,0.226,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2269,"Кредиты под залог",108,"Кредиты под залог108",0.58336520654019,0.226,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2270,"Кредиты под залог",109,"Кредиты под залог109",0.58336520654019,0.226,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2271,"Кредиты под залог",110,"Кредиты под залог110",0.58336520654019,0.226,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2272,"Кредиты под залог",111,"Кредиты под залог111",0.58336520654019,0.226,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2273,"Кредиты под залог",112,"Кредиты под залог112",0.58336520654019,0.226,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2274,"Кредиты под залог",113,"Кредиты под залог113",0.58336520654019,0.226,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2275,"Кредиты под залог",114,"Кредиты под залог114",0.58336520654019,0.226,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2276,"Кредиты под залог",115,"Кредиты под залог115",0.58336520654019,0.226,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2277,"Кредиты под залог",116,"Кредиты под залог116",0.58336520654019,0.226,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2278,"Кредиты под залог",117,"Кредиты под залог117",0.58336520654019,0.226,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2279,"Кредиты под залог",118,"Кредиты под залог118",0.58336520654019,0.226,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2280,"Кредиты под залог",119,"Кредиты под залог119",0.58336520654019,0.226,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2281,"Кредиты под залог",120,"Кредиты под залог120",0.46394239210127,0.226,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2282,"Кредиты под залог",121,"Кредиты под залог121",0.46394239210127,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2283,"Кредиты под залог",122,"Кредиты под залог122",0.46394239210127,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2284,"Кредиты под залог",123,"Кредиты под залог123",0.46394239210127,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2285,"Кредиты под залог",124,"Кредиты под залог124",0.46394239210127,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2286,"Кредиты под залог",125,"Кредиты под залог125",0.46394239210127,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2287,"Кредиты под залог",126,"Кредиты под залог126",0.46394239210127,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2288,"Кредиты под залог",127,"Кредиты под залог127",0.46394239210127,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2289,"Кредиты под залог",128,"Кредиты под залог128",0.46394239210127,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2290,"Кредиты под залог",129,"Кредиты под залог129",0.46394239210127,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2291,"Кредиты под залог",130,"Кредиты под залог130",0.46394239210127,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2292,"Кредиты под залог",131,"Кредиты под залог131",0.46394239210127,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2293,"Кредиты под залог",132,"Кредиты под залог132",0.46394239210127,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2294,"Кредиты под залог",133,"Кредиты под залог133",0.46394239210127,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2295,"Кредиты под залог",134,"Кредиты под залог134",0.46394239210127,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2296,"Кредиты под залог",135,"Кредиты под залог135",0.46394239210127,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2297,"Кредиты под залог",136,"Кредиты под залог136",0.46394239210127,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2298,"Кредиты под залог",137,"Кредиты под залог137",0.46394239210127,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2299,"Кредиты под залог",138,"Кредиты под залог138",0.46394239210127,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2300,"Кредиты под залог",139,"Кредиты под залог139",0.46394239210127,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2301,"Кредиты под залог",140,"Кредиты под залог140",0.46394239210127,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2302,"Кредиты под залог",141,"Кредиты под залог141",0.46394239210127,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2303,"Кредиты под залог",142,"Кредиты под залог142",0.46394239210127,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2304,"Кредиты под залог",143,"Кредиты под залог143",0.46394239210127,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2305,"Кредиты под залог",144,"Кредиты под залог144",0.46394239210127,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2306,"Кредиты под залог",145,"Кредиты под залог145",0.46394239210127,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2307,"Кредиты под залог",146,"Кредиты под залог146",0.46394239210127,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2308,"Кредиты под залог",147,"Кредиты под залог147",0.46394239210127,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2309,"Кредиты под залог",148,"Кредиты под залог148",0.46394239210127,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2310,"Кредиты под залог",149,"Кредиты под залог149",0.46394239210127,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2311,"Кредиты под залог",150,"Кредиты под залог150",0.38611755183792,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2312,"Кредиты под залог",151,"Кредиты под залог151",0.38611755183792,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2313,"Кредиты под залог",152,"Кредиты под залог152",0.38611755183792,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2314,"Кредиты под залог",153,"Кредиты под залог153",0.38611755183792,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2315,"Кредиты под залог",154,"Кредиты под залог154",0.38611755183792,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2316,"Кредиты под залог",155,"Кредиты под залог155",0.38611755183792,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2317,"Кредиты под залог",156,"Кредиты под залог156",0.38611755183792,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2318,"Кредиты под залог",157,"Кредиты под залог157",0.38611755183792,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2319,"Кредиты под залог",158,"Кредиты под залог158",0.38611755183792,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2320,"Кредиты под залог",159,"Кредиты под залог159",0.38611755183792,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2321,"Кредиты под залог",160,"Кредиты под залог160",0.38611755183792,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2322,"Кредиты под залог",161,"Кредиты под залог161",0.38611755183792,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2323,"Кредиты под залог",162,"Кредиты под залог162",0.38611755183792,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2324,"Кредиты под залог",163,"Кредиты под залог163",0.38611755183792,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2325,"Кредиты под залог",164,"Кредиты под залог164",0.38611755183792,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2326,"Кредиты под залог",165,"Кредиты под залог165",0.38611755183792,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2327,"Кредиты под залог",166,"Кредиты под залог166",0.38611755183792,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2328,"Кредиты под залог",167,"Кредиты под залог167",0.38611755183792,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2329,"Кредиты под залог",168,"Кредиты под залог168",0.38611755183792,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2330,"Кредиты под залог",169,"Кредиты под залог169",0.38611755183792,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2331,"Кредиты под залог",170,"Кредиты под залог170",0.38611755183792,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2332,"Кредиты под залог",171,"Кредиты под залог171",0.38611755183792,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2333,"Кредиты под залог",172,"Кредиты под залог172",0.38611755183792,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2334,"Кредиты под залог",173,"Кредиты под залог173",0.38611755183792,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2335,"Кредиты под залог",174,"Кредиты под залог174",0.38611755183792,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2336,"Кредиты под залог",175,"Кредиты под залог175",0.38611755183792,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2337,"Кредиты под залог",176,"Кредиты под залог176",0.38611755183792,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2338,"Кредиты под залог",177,"Кредиты под залог177",0.38611755183792,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2339,"Кредиты под залог",178,"Кредиты под залог178",0.38611755183792,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2340,"Кредиты под залог",179,"Кредиты под залог179",0.38611755183792,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2341,"Кредиты под залог",180,"Кредиты под залог180",0.32338136755964,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2342,"Кредиты под залог",181,"Кредиты под залог181",0.32338136755964,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2343,"Кредиты под залог",182,"Кредиты под залог182",0.32338136755964,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2344,"Кредиты под залог",183,"Кредиты под залог183",0.32338136755964,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2345,"Кредиты под залог",184,"Кредиты под залог184",0.32338136755964,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2346,"Кредиты под залог",185,"Кредиты под залог185",0.32338136755964,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2347,"Кредиты под залог",186,"Кредиты под залог186",0.32338136755964,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2348,"Кредиты под залог",187,"Кредиты под залог187",0.32338136755964,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2349,"Кредиты под залог",188,"Кредиты под залог188",0.32338136755964,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2350,"Кредиты под залог",189,"Кредиты под залог189",0.32338136755964,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2351,"Кредиты под залог",190,"Кредиты под залог190",0.32338136755964,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2352,"Кредиты под залог",191,"Кредиты под залог191",0.32338136755964,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2353,"Кредиты под залог",192,"Кредиты под залог192",0.32338136755964,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2354,"Кредиты под залог",193,"Кредиты под залог193",0.32338136755964,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2355,"Кредиты под залог",194,"Кредиты под залог194",0.32338136755964,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2356,"Кредиты под залог",195,"Кредиты под залог195",0.32338136755964,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2357,"Кредиты под залог",196,"Кредиты под залог196",0.32338136755964,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2358,"Кредиты под залог",197,"Кредиты под залог197",0.32338136755964,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2359,"Кредиты под залог",198,"Кредиты под залог198",0.32338136755964,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2360,"Кредиты под залог",199,"Кредиты под залог199",0.32338136755964,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2361,"Кредиты под залог",200,"Кредиты под залог200",0.32338136755964,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2362,"Кредиты под залог",201,"Кредиты под залог201",0.32338136755964,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2363,"Кредиты под залог",202,"Кредиты под залог202",0.32338136755964,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2364,"Кредиты под залог",203,"Кредиты под залог203",0.32338136755964,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2365,"Кредиты под залог",204,"Кредиты под залог204",0.32338136755964,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2366,"Кредиты под залог",205,"Кредиты под залог205",0.32338136755964,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2367,"Кредиты под залог",206,"Кредиты под залог206",0.32338136755964,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2368,"Кредиты под залог",207,"Кредиты под залог207",0.32338136755964,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2369,"Кредиты под залог",208,"Кредиты под залог208",0.32338136755964,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2370,"Кредиты под залог",209,"Кредиты под залог209",0.32338136755964,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2371,"Кредиты под залог",210,"Кредиты под залог210",0.27723556831862,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2372,"Кредиты под залог",211,"Кредиты под залог211",0.27723556831862,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2373,"Кредиты под залог",212,"Кредиты под залог212",0.27723556831862,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2374,"Кредиты под залог",213,"Кредиты под залог213",0.27723556831862,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2375,"Кредиты под залог",214,"Кредиты под залог214",0.27723556831862,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2376,"Кредиты под залог",215,"Кредиты под залог215",0.27723556831862,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2377,"Кредиты под залог",216,"Кредиты под залог216",0.27723556831862,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2378,"Кредиты под залог",217,"Кредиты под залог217",0.27723556831862,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2379,"Кредиты под залог",218,"Кредиты под залог218",0.27723556831862,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2380,"Кредиты под залог",219,"Кредиты под залог219",0.27723556831862,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2381,"Кредиты под залог",220,"Кредиты под залог220",0.27723556831862,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2382,"Кредиты под залог",221,"Кредиты под залог221",0.27723556831862,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2383,"Кредиты под залог",222,"Кредиты под залог222",0.27723556831862,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2384,"Кредиты под залог",223,"Кредиты под залог223",0.27723556831862,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2385,"Кредиты под залог",224,"Кредиты под залог224",0.27723556831862,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2386,"Кредиты под залог",225,"Кредиты под залог225",0.27723556831862,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2387,"Кредиты под залог",226,"Кредиты под залог226",0.27723556831862,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2388,"Кредиты под залог",227,"Кредиты под залог227",0.27723556831862,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2389,"Кредиты под залог",228,"Кредиты под залог228",0.27723556831862,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2390,"Кредиты под залог",229,"Кредиты под залог229",0.27723556831862,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2391,"Кредиты под залог",230,"Кредиты под залог230",0.27723556831862,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2392,"Кредиты под залог",231,"Кредиты под залог231",0.27723556831862,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2393,"Кредиты под залог",232,"Кредиты под залог232",0.27723556831862,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2394,"Кредиты под залог",233,"Кредиты под залог233",0.27723556831862,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2395,"Кредиты под залог",234,"Кредиты под залог234",0.27723556831862,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2396,"Кредиты под залог",235,"Кредиты под залог235",0.27723556831862,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2397,"Кредиты под залог",236,"Кредиты под залог236",0.27723556831862,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2398,"Кредиты под залог",237,"Кредиты под залог237",0.27723556831862,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2399,"Кредиты под залог",238,"Кредиты под залог238",0.27723556831862,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2400,"Кредиты под залог",239,"Кредиты под залог239",0.27723556831862,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2401,"Кредиты под залог",240,"Кредиты под залог240",0.23895640435584,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2402,"Кредиты под залог",241,"Кредиты под залог241",0.23895640435584,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2403,"Кредиты под залог",242,"Кредиты под залог242",0.23895640435584,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2404,"Кредиты под залог",243,"Кредиты под залог243",0.23895640435584,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2405,"Кредиты под залог",244,"Кредиты под залог244",0.23895640435584,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2406,"Кредиты под залог",245,"Кредиты под залог245",0.23895640435584,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2407,"Кредиты под залог",246,"Кредиты под залог246",0.23895640435584,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2408,"Кредиты под залог",247,"Кредиты под залог247",0.23895640435584,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2409,"Кредиты под залог",248,"Кредиты под залог248",0.23895640435584,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2410,"Кредиты под залог",249,"Кредиты под залог249",0.23895640435584,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2411,"Кредиты под залог",250,"Кредиты под залог250",0.23895640435584,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2412,"Кредиты под залог",251,"Кредиты под залог251",0.23895640435584,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2413,"Кредиты под залог",252,"Кредиты под залог252",0.23895640435584,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2414,"Кредиты под залог",253,"Кредиты под залог253",0.23895640435584,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2415,"Кредиты под залог",254,"Кредиты под залог254",0.23895640435584,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2416,"Кредиты под залог",255,"Кредиты под залог255",0.23895640435584,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2417,"Кредиты под залог",256,"Кредиты под залог256",0.23895640435584,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2418,"Кредиты под залог",257,"Кредиты под залог257",0.23895640435584,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2419,"Кредиты под залог",258,"Кредиты под залог258",0.23895640435584,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2420,"Кредиты под залог",259,"Кредиты под залог259",0.23895640435584,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2421,"Кредиты под залог",260,"Кредиты под залог260",0.23895640435584,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2422,"Кредиты под залог",261,"Кредиты под залог261",0.23895640435584,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2423,"Кредиты под залог",262,"Кредиты под залог262",0.23895640435584,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
2424,"Кредиты под залог",263,"Кредиты под залог263",0.23895640435584,0.6744,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
